observed_on,scientific_name,common_name,location,class_name,lat,lon,country,country_code
2025-08-15,Bombus,Bumble Bees,"63.6582816672,28.3958057128",Bumble_Bees,63.6582816672,28.3958057128,Finland,FI
2025-08-14,Bombus bohemicus,Bohemian Cuckoo Bumble bee,"55.1668805086,25.8369277045",Bohemian_Cuckoo_Bumble_bee,55.1668805086,25.8369277045,Lithuania,LT
2025-08-09,Bombus lucorum,White-tailed Bumble Bee,"55.8554033333,-4.0173916667",White-tailed_Bumble_Bee,55.8554033333,-4.0173916667,United Kingdom,GB
2025-07-29,Bombus pascuorum,Common Carder Bumble Bee,"56.480225,-5.9940616667",Common_Carder_Bumble_Bee,56.480225,-5.9940616667,United Kingdom,GB
2025-08-14,Bombus,Bumble Bees,"55.9393141806,-3.1699150801",Bumble_Bees,55.9393141806,-3.1699150801,United Kingdom,GB
2025-08-12,Bombus,Bumble Bees,"46.4677866041,11.527337868",Bumble_Bees,46.4677866041,11.527337868,Italy,IT
2025-08-12,Bombus,Bumble Bees,"46.4677951048,11.5273405293",Bumble_Bees,46.4677951048,11.5273405293,Italy,IT
2025-08-11,Bombus,Bumble Bees,"46.46815131,11.5953909",Bumble_Bees,46.46815131,11.5953909,Italy,IT
2024-05-11,Bombus,,"45.7927308081,21.2137191464",,45.7927308081,21.2137191464,Romania,RO
2025-08-14,Bombus,Bumble Bees,"46.9289393359,-121.5956513021",Bumble_Bees,46.9289393359,-121.5956513021,United States,US
2025-08-14,Bombus,Bumble Bees,"46.9329513693,-121.591538838",Bumble_Bees,46.9329513693,-121.591538838,United States,US
2025-08-14,Bombus,Bumble Bees,"46.9358435808,-121.5929974332",Bumble_Bees,46.9358435808,-121.5929974332,United States,US
2025-08-12,Bombus,Bumble Bees,"57.7159416667,-152.5587466667",Bumble_Bees,57.7159416667,-152.5587466667,United States,US
2025-08-14,Bombus citrinus,Lemon Cuckoo Bumble Bee,"44.9679133333,-93.1575",Lemon_Cuckoo_Bumble_Bee,44.9679133333,-93.1575,United States,US
2025-08-14,Bombus auricomus,Black-and-gold Bumble Bee,"44.96647,-93.1569971667",Black-and-gold_Bumble_Bee,44.96647,-93.1569971667,United States,US
2025-08-12,Bombus,Bumble Bees,"35.5903432059,-105.9911665138",Bumble_Bees,35.5903432059,-105.9911665138,United States,US
2025-08-14,Bombus bimaculatus,Two-spotted Bumble Bee,"44.96365,-93.1449278333",Two-spotted_Bumble_Bee,44.96365,-93.1449278333,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"44.96647,-93.1570361667",Brown-belted_Bumble_Bee,44.96647,-93.1570361667,United States,US
2025-08-06,Bombus,Bumble Bees,"36.773845,-118.380425",Bumble_Bees,36.773845,-118.380425,United States,US
2025-08-06,Bombus,Bumble Bees,"36.7738383333,-118.3804333333",Bumble_Bees,36.7738383333,-118.3804333333,United States,US
2025-08-06,Bombus centralis,Great Basin Bumble Bee,"36.7738116667,-118.38073",Great_Basin_Bumble_Bee,36.7738116667,-118.38073,United States,US
2025-08-12,Bombus,Bumble Bees,"38.8467833333,-104.8296305556",Bumble_Bees,38.8467833333,-104.8296305556,United States,US
2025-08-12,Bombus,Bumble Bees,"38.8467083333,-104.8293972222",Bumble_Bees,38.8467083333,-104.8293972222,United States,US
2025-07-30,Bombus vancouverensis,Vancouver Bumble Bee,"39.4363466119,-120.2087466669",Vancouver_Bumble_Bee,39.4363466119,-120.2087466669,United States,US
2025-07-31,Bombus vancouverensis,Vancouver Bumble Bee,"39.4358329528,-120.2078001191",Vancouver_Bumble_Bee,39.4358329528,-120.2078001191,United States,US
2025-07-31,Bombus vancouverensis,Vancouver Bumble Bee,"39.4354958697,-120.2075571844",Vancouver_Bumble_Bee,39.4354958697,-120.2075571844,United States,US
2025-08-14,Bombus huntii,Hunt's Bumble Bee,"50.6642309923,-120.3163258731",Hunt's_Bumble_Bee,50.6642309923,-120.3163258731,Canada,CA
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"48.4215283333,-123.354325",Yellow-faced_Bumble_Bee,48.4215283333,-123.354325,Canada,CA
2025-08-14,Bombus morrisoni,Morrison's Bumble Bee,"37.94032,-119.0280083333",Morrison's_Bumble_Bee,37.94032,-119.0280083333,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"45.1668366667,-72.3031833333",Common_Eastern_Bumble_Bee,45.1668366667,-72.3031833333,Canada,CA
2025-07-25,Bombus,Bumble Bees,"65.1994257833,60.2385624167",Bumble_Bees,65.1994257833,60.2385624167,Russia,RU
2025-08-14,Bombus,Bumble Bees,"46.5092277778,-84.3532861111",Bumble_Bees,46.5092277778,-84.3532861111,Canada,CA
2025-08-14,Bombus,Bumble Bees,"46.5091527778,-84.3531888889",Bumble_Bees,46.5091527778,-84.3531888889,Canada,CA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"46.1406833333,-83.9664472222",Common_Eastern_Bumble_Bee,46.1406833333,-83.9664472222,Canada,CA
2025-08-12,Bombus soroeensis,Broken-belted Bumble Bee,"45.5705616667,25.5579333333",Broken-belted_Bumble_Bee,45.5705616667,25.5579333333,Romania,RO
2025-08-12,Bombus,Bumble Bees,"45.5678783333,25.5637416667",Bumble_Bees,45.5678783333,25.5637416667,Romania,RO
2025-08-14,Bombus,Bumble Bees,"42.9939297997,-81.1523628997",Bumble_Bees,42.9939297997,-81.1523628997,Canada,CA
2025-08-14,Bombus rufocinctus,Red-belted Bumble Bee,"42.9939265,-81.1523626997",Red-belted_Bumble_Bee,42.9939265,-81.1523626997,Canada,CA
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"44.5870073529,-123.3368541985",Yellow-faced_Bumble_Bee,44.5870073529,-123.3368541985,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"44.5668411128,-123.2698608628",Brown-belted_Bumble_Bee,44.5668411128,-123.2698608628,United States,US
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"44.5671088312,-123.2698662272",Yellow-faced_Bumble_Bee,44.5671088312,-123.2698662272,United States,US
2025-08-14,Bombus sandersoni,Sanderson's Bumble Bee,"53.7574638889,-77.5554583333",Sanderson's_Bumble_Bee,53.7574638889,-77.5554583333,Canada,CA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"40.6948913807,-73.9503527197",Common_Eastern_Bumble_Bee,40.6948913807,-73.9503527197,United States,US
2025-08-14,Bombus flavifrons,Yellow-fronted Bumble Bee,"54.1289556832,-124.6929349616",Yellow-fronted_Bumble_Bee,54.1289556832,-124.6929349616,Canada,CA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"35.20793,-80.8475583333",Common_Eastern_Bumble_Bee,35.20793,-80.8475583333,United States,US
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"39.4092116667,-123.809975",Yellow-faced_Bumble_Bee,39.4092116667,-123.809975,United States,US
2025-08-14,Bombus,Bumble Bees,"39.406595,-123.811195",Bumble_Bees,39.406595,-123.811195,United States,US
2025-08-14,Bombus,Bumble Bees,"39.407745,-123.8135616667",Bumble_Bees,39.407745,-123.8135616667,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"39.3333694444,-76.6673222222",Common_Eastern_Bumble_Bee,39.3333694444,-76.6673222222,United States,US
2025-08-14,Bombus,Bumble Bees,"39.4078416667,-123.8137133333",Bumble_Bees,39.4078416667,-123.8137133333,United States,US
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"39.4078033333,-123.813745",Yellow-faced_Bumble_Bee,39.4078033333,-123.813745,United States,US
2025-08-14,Bombus,Bumble Bees,"39.4077216667,-123.8134166667",Bumble_Bees,39.4077216667,-123.8134166667,United States,US
2025-08-14,Bombus,Bumble Bees,"42.9938906,-81.1523633",Bumble_Bees,42.9938906,-81.1523633,Canada,CA
2025-08-08,Bombus lapidarius,Red-tailed Bumble Bee,"45.484595,25.2473833333",Red-tailed_Bumble_Bee,45.484595,25.2473833333,Romania,RO
2025-08-14,Bombus fervidus,Golden Northern Bumble Bee,"44.9678833333,-93.1579971667",Golden_Northern_Bumble_Bee,44.9678833333,-93.1579971667,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"42.4112099202,-83.7932896954",Common_Eastern_Bumble_Bee,42.4112099202,-83.7932896954,United States,US
2025-08-14,Bombus,Bumble Bees,"35.8068790232,-78.684552594",Bumble_Bees,35.8068790232,-78.684552594,United States,US
2025-07-20,Bombus griseocollis,Brown-belted Bumble Bee,"43.685968162,-79.3872447297",Brown-belted_Bumble_Bee,43.685968162,-79.3872447297,Canada,CA
2025-08-11,Bombus,Bumble Bees,"45.5309583333,25.28753",Bumble_Bees,45.5309583333,25.28753,Romania,RO
2025-08-14,Bombus rufocinctus,Red-belted Bumble Bee,"44.9639666667,-93.1572638333",Red-belted_Bumble_Bee,44.9639666667,-93.1572638333,United States,US
2025-08-14,Bombus huntii,Hunt's Bumble Bee,"49.1963637915,-119.7673034025",Hunt's_Bumble_Bee,49.1963637915,-119.7673034025,Canada,CA
2025-08-14,Bombus vagans,Half-black Bumble Bee,"49.2047927607,-119.8212012227",Half-black_Bumble_Bee,49.2047927607,-119.8212012227,Canada,CA
2025-08-06,Bombus impatiens,Common Eastern Bumble Bee,"45.2784083787,-75.7023641467",Common_Eastern_Bumble_Bee,45.2784083787,-75.7023641467,Canada,CA
2025-08-14,Bombus affinis,Rusty-patched Bumble Bee,"44.8948109502,-93.1197993581",Rusty-patched_Bumble_Bee,44.8948109502,-93.1197993581,United States,US
2025-08-08,Bombus impatiens,Common Eastern Bumble Bee,"43.8374027778,-69.5081194444",Common_Eastern_Bumble_Bee,43.8374027778,-69.5081194444,United States,US
2025-08-05,Bombus bimaculatus,Two-spotted Bumble Bee,"44.1306055556,-69.4612444444",Two-spotted_Bumble_Bee,44.1306055556,-69.4612444444,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"34.0807195,-81.1520528333",Common_Eastern_Bumble_Bee,34.0807195,-81.1520528333,United States,US
2025-08-14,Bombus,Bumble Bees,"42.8142031025,-78.8228702545",Bumble_Bees,42.8142031025,-78.8228702545,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"35.147266,-89.993872",Brown-belted_Bumble_Bee,35.147266,-89.993872,United States,US
2025-08-14,Bombus sonorus,Sonoran Bumble Bee,"32.7326383333,-117.1470555",Sonoran_Bumble_Bee,32.7326383333,-117.1470555,United States,US
2025-08-14,Bombus sonorus,Sonoran Bumble Bee,"32.7318466667,-117.1470721667",Sonoran_Bumble_Bee,32.7318466667,-117.1470721667,United States,US
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"32.73262,-117.1470555",Yellow-faced_Bumble_Bee,32.73262,-117.1470555,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"38.8948305556,-77.0816722222",Common_Eastern_Bumble_Bee,38.8948305556,-77.0816722222,United States,US
2025-07-20,Bombus griseocollis,Brown-belted Bumble Bee,"43.6663055556,-79.3909611111",Brown-belted_Bumble_Bee,43.6663055556,-79.3909611111,Canada,CA
2025-08-13,Bombus impatiens,Common Eastern Bumble Bee,"38.8926444444,-77.0796361111",Common_Eastern_Bumble_Bee,38.8926444444,-77.0796361111,United States,US
2025-08-13,Bombus impatiens,Common Eastern Bumble Bee,"38.8926444444,-77.0796361111",Common_Eastern_Bumble_Bee,38.8926444444,-77.0796361111,United States,US
2025-08-13,Bombus impatiens,Common Eastern Bumble Bee,"38.8926444444,-77.0796361111",Common_Eastern_Bumble_Bee,38.8926444444,-77.0796361111,United States,US
2025-08-06,Bombus,Bumble Bees,"36.7735583333,-118.380675",Bumble_Bees,36.7735583333,-118.380675,United States,US
2025-08-06,Bombus,Bumble Bees,"36.7736866667,-118.38102",Bumble_Bees,36.7736866667,-118.38102,United States,US
2025-08-14,Bombus rufocinctus,Red-belted Bumble Bee,"43.1707133065,-80.2682194174",Red-belted_Bumble_Bee,43.1707133065,-80.2682194174,Canada,CA
2025-08-14,Bombus sonorus,Sonoran Bumble Bee,"24.0239772778,-104.6977081111",Sonoran_Bumble_Bee,24.0239772778,-104.6977081111,Mexico,MX
2025-08-14,Bombus fervidus,Golden Northern Bumble Bee,"39.7518619369,-104.9643067716",Golden_Northern_Bumble_Bee,39.7518619369,-104.9643067716,United States,US
2025-07-31,Bombus caliginosus,Fog-belt Bumble Bee,"47.7660165433,-122.268729235",Fog-belt_Bumble_Bee,47.7660165433,-122.268729235,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"43.0411611667,-89.43023",Brown-belted_Bumble_Bee,43.0411611667,-89.43023,United States,US
2025-07-08,Bombus,Bumble Bees,"48.7585051633,-64.1795378923",Bumble_Bees,48.7585051633,-64.1795378923,Canada,CA
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"43.9546055556,-98.0702916667",Brown-belted_Bumble_Bee,43.9546055556,-98.0702916667,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"43.9546055556,-98.0702916667",Brown-belted_Bumble_Bee,43.9546055556,-98.0702916667,United States,US
2025-08-14,Bombus,Bumble Bees,"61.4654420028,21.8881445357",Bumble_Bees,61.4654420028,21.8881445357,Finland,FI
2025-08-14,Bombus lapidarius,Red-tailed Bumble Bee,"61.5089135435,21.8602039461",Red-tailed_Bumble_Bee,61.5089135435,21.8602039461,Finland,FI
2025-08-13,Bombus impatiens,Common Eastern Bumble Bee,"38.78731933,-77.3174043037",Common_Eastern_Bumble_Bee,38.78731933,-77.3174043037,United States,US
2025-08-14,Bombus sylvarum,Shrill Carder-Bumble bee,"61.5287855029,21.8026453113",Shrill_Carder-Bumble_bee,61.5287855029,21.8026453113,Finland,FI
2025-08-14,Bombus pensylvanicus,American Bumble Bee,"43.9544472222,-98.0705194444",American_Bumble_Bee,43.9544472222,-98.0705194444,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"43.9545972222,-98.0702361111",Brown-belted_Bumble_Bee,43.9545972222,-98.0702361111,United States,US
2025-08-10,Bombus,Bumble Bees,"25.3836280254,-99.92323827",Bumble_Bees,25.3836280254,-99.92323827,Mexico,MX
2025-08-14,Bombus ternarius,Tricolored Bumble Bee,"45.7974085521,-90.000812715",Tricolored_Bumble_Bee,45.7974085521,-90.000812715,United States,US
2025-08-14,Bombus bimaculatus,Two-spotted Bumble Bee,"43.9377510997,-78.8697937997",Two-spotted_Bumble_Bee,43.9377510997,-78.8697937997,Canada,CA
2025-08-14,Bombus vosnesenskii,Yellow-faced Bumble Bee,"45.3868133333,-122.7878416667",Yellow-faced_Bumble_Bee,45.3868133333,-122.7878416667,United States,US
2025-08-13,Bombus vancouverensis,Vancouver Bumble Bee,"49.506255,-123.6085725",Vancouver_Bumble_Bee,49.506255,-123.6085725,Canada,CA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"35.5613666667,-79.9683083333",Common_Eastern_Bumble_Bee,35.5613666667,-79.9683083333,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"33.8137609578,-84.2833938",Common_Eastern_Bumble_Bee,33.8137609578,-84.2833938,United States,US
2025-08-14,Bombus ternarius,Tricolored Bumble Bee,"46.31328986,-85.50909307",Tricolored_Bumble_Bee,46.31328986,-85.50909307,United States,US
2025-08-14,Bombus,Bumble Bees,"42.9936835,-81.1522606",Bumble_Bees,42.9936835,-81.1522606,Canada,CA
2025-08-14,Bombus,Bumble Bees,"42.9936835,-81.1522606",Bumble_Bees,42.9936835,-81.1522606,Canada,CA
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"44.8676,-93.2808138889",Brown-belted_Bumble_Bee,44.8676,-93.2808138889,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"33.8137609578,-84.2833938",Common_Eastern_Bumble_Bee,33.8137609578,-84.2833938,United States,US
2025-07-20,Bombus,Bumble Bees,"44.5470200504,16.106579962",Bumble_Bees,44.5470200504,16.106579962,Bosnia and Herzegovina,BA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"45.38473,-75.7001116667",Common_Eastern_Bumble_Bee,45.38473,-75.7001116667,Canada,CA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"45.3867866667,-75.7005383333",Common_Eastern_Bumble_Bee,45.3867866667,-75.7005383333,Canada,CA
2025-08-13,Bombus,Bumble Bees,"52.2865555556,-113.8253555556",Bumble_Bees,52.2865555556,-113.8253555556,Canada,CA
2025-08-14,Bombus pascuorum,Common Carder Bumble Bee,"51.5774716667,0.5497383333",Common_Carder_Bumble_Bee,51.5774716667,0.5497383333,United Kingdom,GB
2025-08-10,Bombus,Bumble Bees,"50.804085,-127.968582",Bumble_Bees,50.804085,-127.968582,Canada,CA
2025-08-14,Bombus vancouverensis vancouverensis,Vancouver Island Bumble Bee,"48.4305672388,-122.8140739751",Vancouver_Island_Bumble_Bee,48.4305672388,-122.8140739751,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"42.9762264801,-81.275781027",Common_Eastern_Bumble_Bee,42.9762264801,-81.275781027,Canada,CA
2025-08-14,Bombus pascuorum,Common Carder Bumble Bee,"51.588425,0.5335033333",Common_Carder_Bumble_Bee,51.588425,0.5335033333,United Kingdom,GB
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"42.9762264801,-81.275781027",Common_Eastern_Bumble_Bee,42.9762264801,-81.275781027,Canada,CA
2025-08-14,Bombus,,"50.0452160494,7.966230296",,50.0452160494,7.966230296,Germany,DE
2025-08-13,Bombus,Bumble Bees,"52.3287732504,-113.9231702998",Bumble_Bees,52.3287732504,-113.9231702998,Canada,CA
2025-08-14,Bombus pascuorum,Common Carder Bumble Bee,"51.577525,0.5497633333",Common_Carder_Bumble_Bee,51.577525,0.5497633333,United Kingdom,GB
2025-08-14,Bombus,Bumble Bees,"50.8605413071,1.5796688944",Bumble_Bees,50.8605413071,1.5796688944,France,FR
2025-08-14,Bombus pascuorum,Common Carder Bumble Bee,"50.2168283333,-5.03205",Common_Carder_Bumble_Bee,50.2168283333,-5.03205,United Kingdom,GB
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2407064423,-81.5445613852",Common_Eastern_Bumble_Bee,41.2407064423,-81.5445613852,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2406825148,-81.5445494644",Common_Eastern_Bumble_Bee,41.2406825148,-81.5445494644,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.240162469,-81.5442570301",Common_Eastern_Bumble_Bee,41.240162469,-81.5442570301,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2332216192,-81.517848532",Common_Eastern_Bumble_Bee,41.2332216192,-81.517848532,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2333829878,-81.5180201933",Common_Eastern_Bumble_Bee,41.2333829878,-81.5180201933,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2337195079,-81.5176768706",Common_Eastern_Bumble_Bee,41.2337195079,-81.5176768706,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2331952255,-81.5176931424",Common_Eastern_Bumble_Bee,41.2331952255,-81.5176931424,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2763518332,-81.5394932712",Common_Eastern_Bumble_Bee,41.2763518332,-81.5394932712,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2762451591,-81.5400710486",Common_Eastern_Bumble_Bee,41.2762451591,-81.5400710486,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2657775788,-81.5385718461",Common_Eastern_Bumble_Bee,41.2657775788,-81.5385718461,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2368246651,-81.547872099",Common_Eastern_Bumble_Bee,41.2368246651,-81.547872099,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2370182967,-81.5473571149",Common_Eastern_Bumble_Bee,41.2370182967,-81.5473571149,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.237147384,-81.547872099",Common_Eastern_Bumble_Bee,41.237147384,-81.547872099,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.235797962,-81.549241145",Common_Eastern_Bumble_Bee,41.235797962,-81.549241145,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2190726717,-81.5534510938",Common_Eastern_Bumble_Bee,41.2190726717,-81.5534510938,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2186335592,-81.5528502789",Common_Eastern_Bumble_Bee,41.2186335592,-81.5528502789,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2192146137,-81.5533652631",Common_Eastern_Bumble_Bee,41.2192146137,-81.5533652631,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2186591984,-81.5529361096",Common_Eastern_Bumble_Bee,41.2186591984,-81.5529361096,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2188396031,-81.5534535559",Common_Eastern_Bumble_Bee,41.2188396031,-81.5534535559,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"41.2181763378,-81.5528372512",Common_Eastern_Bumble_Bee,41.2181763378,-81.5528372512,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"39.8549027778,-84.9008194444",Common_Eastern_Bumble_Bee,39.8549027778,-84.9008194444,United States,US
2025-08-14,Bombus citrinus,Lemon Cuckoo Bumble Bee,"39.8542916667,-84.9004138889",Lemon_Cuckoo_Bumble_Bee,39.8542916667,-84.9004138889,United States,US
2025-07-18,Bombus,,"51.5303143597,9.9232326514",,51.5303143597,9.9232326514,Germany,DE
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"39.8540111111,-84.9007972222",Common_Eastern_Bumble_Bee,39.8540111111,-84.9007972222,United States,US
2025-08-14,Bombus rufocinctus,Red-belted Bumble Bee,"43.1707768346,-80.2681495477",Red-belted_Bumble_Bee,43.1707768346,-80.2681495477,Canada,CA
2025-08-14,Bombus,Bumble Bees,"42.7508272,-73.3413948",Bumble_Bees,42.7508272,-73.3413948,United States,US
2025-08-14,Bombus,Bumble Bees,"42.7508272,-73.3413948",Bumble_Bees,42.7508272,-73.3413948,United States,US
2025-08-14,Bombus,Bumble Bees,"42.7508272,-73.3413948",Bumble_Bees,42.7508272,-73.3413948,United States,US
2025-08-14,Bombus,Bumble Bees,"42.7508272,-73.3413948",Bumble_Bees,42.7508272,-73.3413948,United States,US
2025-08-14,Bombus ternarius,Tricolored Bumble Bee,"46.326868,-83.942377",Tricolored_Bumble_Bee,46.326868,-83.942377,Canada,CA
2025-08-14,Bombus pensylvanicus,American Bumble Bee,"36.1499528665,-86.6154179154",American_Bumble_Bee,36.1499528665,-86.6154179154,United States,US
2025-08-14,Bombus terrestris,Buff-tailed Bumble Bee,"40.411949514,-3.6916788277",Buff-tailed_Bumble_Bee,40.411949514,-3.6916788277,Spain,ES
2025-08-07,Bombus sylvicola,Forest Bumble Bee,"36.7376116667,-118.3796833333",Forest_Bumble_Bee,36.7376116667,-118.3796833333,United States,US
2025-08-14,Bombus,Bumble Bees,"43.0666570366,-76.0964724897",Bumble_Bees,43.0666570366,-76.0964724897,United States,US
2025-08-14,Bombus bimaculatus,Two-spotted Bumble Bee,"44.3080466667,-71.2173083333",Two-spotted_Bumble_Bee,44.3080466667,-71.2173083333,United States,US
2025-08-13,Bombus,Bumble Bees,"44.4718887,-72.9718736",Bumble_Bees,44.4718887,-72.9718736,United States,US
2025-08-13,Bombus,Bumble Bees,"44.4718887,-72.9718736",Bumble_Bees,44.4718887,-72.9718736,United States,US
2025-08-14,Bombus,Bumble Bees,"44.3079866667,-71.2172616667",Bumble_Bees,44.3079866667,-71.2172616667,United States,US
2025-08-14,Bombus griseocollis,Brown-belted Bumble Bee,"46.7275138889,-92.1915777778",Brown-belted_Bumble_Bee,46.7275138889,-92.1915777778,United States,US
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"45.8993277778,-64.3738777778",Common_Eastern_Bumble_Bee,45.8993277778,-64.3738777778,Canada,CA
2025-08-14,Bombus impatiens,Common Eastern Bumble Bee,"45.8995861111,-64.3732527778",Common_Eastern_Bumble_Bee,45.8995861111,-64.3732527778,Canada,CA
2025-08-14,Bombus vancouverensis vancouverensis,Vancouver Island Bumble Bee,"48.519841328,-122.9224710983",Vancouver_Island_Bumble_Bee,48.519841328,-122.9224710983,United States,US
2025-08-08,Bombus,Bumble Bees,"36.7034116667,-118.3689883333",Bumble_Bees,36.7034116667,-118.3689883333,United States,US
2025-08-08,Bombus flavidus,Yellowish Cuckoo Bumble bee,"36.7042583333,-118.3695666667",Yellowish_Cuckoo_Bumble_bee,36.7042583333,-118.3695666667,United States,US
2025-08-08,Bombus sylvicola,Forest Bumble Bee,"36.6928033333,-118.3724366667",Forest_Bumble_Bee,36.6928033333,-118.3724366667,United States,US
2025-08-14,Bombus terricola,Yellow-banded Bumble Bee,"44.3080883333,-71.2172216667",Yellow-banded_Bumble_Bee,44.3080883333,-71.2172216667,United States,US
2025-08-02,Bombus pascuorum,Common Carder Bumble Bee,"53.2425783333,-2.1367166667",Common_Carder_Bumble_Bee,53.2425783333,-2.1367166667,United Kingdom,GB
2025-08-02,Bombus,Bumble Bees,"53.2421816667,-2.1375416667",Bumble_Bees,53.2421816667,-2.1375416667,United Kingdom,GB
2025-08-02,Bombus,Bumble Bees,"53.2421266667,-2.1377266667",Bumble_Bees,53.2421266667,-2.1377266667,United Kingdom,GB
2025-08-02,Bombus lapidarius,Red-tailed Bumble Bee,"53.2421366667,-2.1377116667",Red-tailed_Bumble_Bee,53.2421366667,-2.1377116667,United Kingdom,GB
2025-08-02,Bombus terrestris,Buff-tailed Bumble Bee,"53.242155,-2.13797",Buff-tailed_Bumble_Bee,53.242155,-2.13797,United Kingdom,GB
2025-08-02,Bombus pascuorum,Common Carder Bumble Bee,"53.2418033333,-2.14032",Common_Carder_Bumble_Bee,53.2418033333,-2.14032,United Kingdom,GB
2025-08-02,Bombus pascuorum,Common Carder Bumble Bee,"53.2398566667,-2.1376466667",Common_Carder_Bumble_Bee,53.2398566667,-2.1376466667,United Kingdom,GB
2025-08-13,Bombus flavidus,Yellowish Cuckoo Bumble bee,"49.506255,-123.6085725",Yellowish_Cuckoo_Bumble_bee,49.506255,-123.6085725,Canada,CA
2025-08-13,Bombus flavidus,Yellowish Cuckoo Bumble bee,"49.506255,-123.6085725",Yellowish_Cuckoo_Bumble_bee,49.506255,-123.6085725,Canada,CA
2025-08-13,Bombus flavidus,Yellowish Cuckoo Bumble bee,"49.4856258677,-123.6314836386",Yellowish_Cuckoo_Bumble_bee,49.4856258677,-123.6314836386,Canada,CA
2025-08-13,Bombus vosnesenskii,Yellow-faced Bumble Bee,"49.4856258677,-123.6314836386",Yellow-faced_Bumble_Bee,49.4856258677,-123.6314836386,Canada,CA
2025-08-13,Bombus vosnesenskii,Yellow-faced Bumble Bee,"49.4856258677,-123.6314836386",Yellow-faced_Bumble_Bee,49.4856258677,-123.6314836386,Canada,CA
2025-08-13,Bombus flavidus,Yellowish Cuckoo Bumble bee,"49.4856258677,-123.6314836386",Yellowish_Cuckoo_Bumble_bee,49.4856258677,-123.6314836386,Canada,CA
2025-08-14,Bombus flavifrons,Yellow-fronted Bumble Bee,"48.5190966667,-122.9210966667",Yellow-fronted_Bumble_Bee,48.5190966667,-122.9210966667,United States,US
2025-08-14,Bombus,Bumble Bees,"55.6810949722,13.392758",Bumble_Bees,55.6810949722,13.392758,Sweden,SE
